User_Id	Pos	Neg	Nut	Total
76561198131850264	0.4525995	0.3164848	0.2309157	9
76561197989188090	0.4079299	0.4936634	0.0984067	2
76561198045106476	0.6866536	0.01397963	0.2993668	1
76561198084827788	0.997389	0.0001630285	0.002447958	1
76561198304586561	0.9949695	0.0002752698	0.004755137	1
76561198010134542	0.3944708	0.3171262	0.288403	17
76561198049100668	0.6617864	0.1525558	0.1856578	6
76561198146753933	0.4982498	0.4946729	0.007077193	2
76561197968887907	0.9881735	0.000785728	0.01104081	1
76561198095440791	0.9892353	0.0008281612	0.009936467	1
76561198308668117	0.5679842	0.1845951	0.2474208	10
76561198041548003	0.4293954	0.2481321	0.3224725	7
76561197972711079	0.9951534	0.0002201575	0.004626382	2
76561198008820973	0.3866981	0.3165271	0.2967747	18
76561197990417222	0.5345792	0.1126036	0.3528172	2
76561198080018751	0.6320983	0.2262557	0.141646	7
76561198057933122	0.2041738	0.4042047	0.3916214	12
76561198043265574	0.8749721	0.0007782452	0.1242496	1
76561198080739592	0.9801077	0.00234588	0.01754642	4
76561198055854858	0.6985389	0.005196783	0.2962644	9
76561198117248727	0.9983613	7.171421E-05	0.00156692	2
76561198199583438	0.985024	0.0008896085	0.01408641	1
76561198073400078	0.1569633	0.4391782	0.4038585	2
76561198074991600	0.519284	0.23216	0.2485559	12
76561198144594773	0.4418219	0.306377	0.2518011	3
76561198237477016	0.7887668	0.05677119	0.154462	7
76561198087423494	0.7438467	0.2324004	0.02375283	4
76561198114396037	0.54616	0.1946126	0.2592273	16
76561197985582957	0.9758072	0.0007682224	0.02342452	2
76561197972884851	0.7993068	0.1194798	0.08121343	7
76561198318531112	0.5120116	0.01829785	0.4696905	4
76561198053530526	0.7733461	0.1161376	0.1105163	5
76561197984157194	0.3710155	0.1072314	0.5217531	3
76561198353716660	0.9739844	0.0003781921	0.02563742	2
76561198022085812	0.5021939	0.3532797	0.1445265	8
76561198136250152	0.7513345	0.02619166	0.2224738	7
76561197995008105	0.8329529	0.04462109	0.122426	4
76561198043668942	0.3747705	0.3682902	0.2569393	4
76561197994889224	0.4335304	0.2808183	0.2856512	11
76561198097709136	0.3805726	0.4279703	0.1914571	10
76561198061332442	0.5013906	0.2874282	0.2111811	7
76561198028886412	0.4067672	0.4070966	0.1861361	6
76561198053152287	0.4599719	0.1758377	0.3641904	8
76561198019588704	0.7521365	0.07093915	0.1769243	3
76561198205018093	0.7637316	0.01387233	0.2223961	5
76561198110359547	0.8429435	0.05051981	0.1065368	9
